id,area_sqft,bedrooms,bathrooms,age_years,basement,garage_spaces,lot_size_sqft,floors,neighborhood,year_sold,month_sold,sale_price
8655,2170,3,2,36,1,2,5400,2,Central,2022,11,397000
8656,2266,3,2,24,1,2,5250,1,South,2021,3,321000
8657,1673,2,1,39,0,2,8092,1,East,2022,9,317000
8658,1209,2,2,34,1,2,3260,1,East,2021,1,252000
8659,1445,2,1,23,0,2,7079,1,North,2021,10,218000
8660,2973,5,2,48,1,1,16007,1,Central,2021,12,550000
8661,2011,4,2,3,1,3,6081,2,East,2022,10,558000
8662,2205,3,1,47,0,2,11037,1,East,2022,6,364000
8663,1323,2,2,9,1,3,5907,1,West,2021,3,227000
8664,1845,3,1,18,1,2,5632,2,North,2022,2,371000
8665,2236,3,2,2,1,0,4791,1,South,2022,11,374000
8666,1850,3,1,19,1,2,4477,1,North,2022,4,372000
8667,3062,4,2,24,1,1,16620,2,South,2023,5,526000
8668,1062,1,1,50,1,3,6216,1,North,2021,7,183000
8669,1393,2,2,49,0,2,2844,1,Central,2022,9,246000
8670,2894,4,3,48,1,1,8737,2,West,2023,5,408000
8671,3568,5,5,5,0,2,17090,1,Central,2021,3,848000
8672,1248,3,2,50,0,2,4986,1,Central,2022,9,218000
8673,1814,3,2,13,1,2,10499,1,West,2021,9,288000
8674,1505,3,1,40,1,2,5103,2,South,2021,1,208000
8675,1341,3,2,3,1,1,3333,1,West,2021,10,281000
8676,2404,4,2,16,1,1,11527,2,North,2021,5,416000
8677,1345,2,1,48,1,2,5362,1,North,2023,3,214000
8678,3081,4,3,47,0,0,12314,3,West,2021,2,372000
8679,2407,3,3,29,1,2,5530,2,West,2021,3,368000
8680,1250,3,1,37,0,2,3228,1,North,2022,7,207000
8681,1457,3,2,3,1,3,5470,1,South,2022,1,301000
8682,3211,4,2,31,1,3,10556,3,North,2022,8,621000
8683,1141,1,1,24,1,2,2427,1,West,2021,3,173000
8684,1778,2,2,2,1,2,8164,1,Central,2023,3,473000
8685,2279,3,3,2,1,2,7349,1,West,2021,12,384000
8686,2286,3,2,2,0,1,12012,2,Central,2021,6,423000
8687,1680,3,2,31,1,0,8383,2,East,2022,5,396000
8688,1487,2,2,2,1,2,4762,1,North,2021,8,354000
8689,1398,3,2,14,1,3,2907,1,West,2021,4,287000
8690,1017,1,1,6,0,1,4139,1,South,2021,3,166000
8691,2207,4,4,19,1,2,10763,2,South,2023,2,399000
8692,2211,4,3,30,0,2,4726,2,West,2022,7,329000
8693,1374,2,2,29,0,3,6098,1,Central,2022,3,244000
8694,1233,3,1,17,1,1,5791,1,East,2023,6,307000
8695,2169,4,3,13,1,1,5451,2,Central,2022,2,466000
8696,1700,2,1,9,0,3,8607,2,East,2021,12,417000
8697,4342,5,2,41,1,0,12682,1,North,2023,6,786000
8698,2056,3,2,5,1,2,6042,1,East,2022,2,470000
8699,1781,2,1,4,1,2,3839,1,Central,2022,5,396000
8700,1916,3,2,33,1,1,8983,1,East,2021,7,382000
8701,4479,5,4,6,0,2,25490,3,West,2021,7,701000
8702,2916,4,2,40,0,3,12624,1,East,2021,10,547000
8703,1672,3,1,5,1,1,7723,1,East,2021,4,431000
8704,1512,2,2,30,0,1,6502,2,South,2021,6,194000
8705,1011,1,1,1,0,2,5184,1,South,2022,6,210000
8706,2302,3,1,8,1,2,12275,1,South,2022,2,378000
8707,3334,4,2,5,0,2,14546,3,East,2021,12,711000
8708,2211,4,1,38,1,3,5292,2,Central,2023,1,470000
8709,1288,2,2,48,1,3,6558,1,Central,2021,1,210000
8710,2836,5,1,13,1,1,15170,2,North,2022,12,612000
8711,3007,5,3,38,1,1,15306,2,East,2021,9,637000
8712,1560,2,1,30,0,1,3280,2,East,2023,5,323000
8713,2277,3,1,48,1,3,9974,2,East,2022,6,457000
8714,1663,2,2,37,1,1,7869,1,West,2021,11,250000
8715,2593,5,4,2,1,2,6371,1,South,2021,5,516000
8716,2723,5,1,31,0,3,14536,1,Central,2021,2,584000
8717,2437,4,2,18,1,2,13271,1,Central,2021,4,452000
8718,1743,2,1,1,1,1,6635,1,North,2022,11,399000
8719,3409,5,2,4,0,2,16462,3,West,2022,8,565000
8720,2195,4,2,45,0,2,13116,2,North,2021,12,362000
8721,2374,4,1,45,0,2,10324,2,North,2023,4,371000
8722,3152,4,3,37,1,2,14647,1,Central,2023,6,647000
8723,900,1,1,49,0,1,4843,1,West,2022,8,100000
8724,2376,3,1,37,1,1,10862,2,South,2022,9,309000
8725,2651,5,1,1,1,2,10777,1,West,2022,10,480000
8726,3177,5,4,4,1,3,12040,3,Central,2022,12,741000
8727,1753,3,1,1,1,0,9807,1,Central,2021,7,362000
8728,1363,2,1,2,1,0,6722,1,North,2021,6,281000
8729,2145,3,2,3,1,2,7167,1,Central,2021,7,419000
8730,1198,1,1,16,1,2,5228,1,Central,2021,9,227000
8731,1299,3,1,40,1,1,7294,1,East,2022,8,303000
8732,3131,4,4,41,0,2,14059,2,East,2021,7,615000
8733,1491,3,1,24,0,3,7756,1,North,2022,12,292000
8734,2058,4,2,46,0,2,6294,2,South,2023,6,355000
8735,1801,4,3,16,1,2,4983,2,East,2021,10,494000
8736,3711,5,3,43,0,3,17926,2,Central,2021,9,822000
8737,2298,4,2,13,1,1,12141,1,Central,2023,3,477000
8738,1224,3,2,4,1,2,3175,1,East,2023,5,385000
8739,1206,2,1,45,0,2,4468,1,West,2021,9,117000
8740,2184,3,2,8,1,2,10000,1,West,2021,1,355000
8741,2414,3,2,16,1,3,9455,2,East,2023,1,538000
8742,2296,3,1,5,1,1,9482,2,South,2023,1,415000
8743,1912,4,2,27,1,0,9252,1,South,2022,2,355000
8744,1345,2,2,50,1,3,6054,1,North,2022,3,232000
8745,2336,4,1,1,0,1,12653,1,North,2021,3,399000
8746,1953,4,1,44,0,1,10466,2,North,2023,5,365000
8747,991,2,2,1,1,2,5526,1,West,2021,12,244000
8748,1496,2,1,6,1,3,6275,1,North,2022,8,336000
8749,908,2,1,3,0,2,5007,1,South,2022,10,194000
8750,1526,3,2,34,0,2,3281,1,Central,2021,7,254000
8751,2123,3,2,2,1,2,4841,1,West,2022,12,374000
8752,1313,3,1,20,1,3,6648,1,West,2021,5,262000
8753,1030,2,1,4,1,3,4389,1,South,2021,5,266000
8754,1201,2,1,2,1,1,5906,1,West,2021,2,246000
8755,3564,5,4,35,0,3,17090,1,East,2023,6,893000
8756,2879,5,1,3,1,3,11151,2,West,2022,8,517000
8757,1462,2,2,3,0,2,7714,1,East,2022,5,335000
8758,1655,3,2,4,1,2,4561,2,East,2023,4,532000
8759,900,1,1,22,1,2,4449,1,Central,2022,1,236000
8760,2321,4,3,27,1,2,9216,1,South,2022,12,366000
8761,1473,3,2,1,1,2,5878,1,South,2022,11,286000
8762,2441,3,1,3,0,1,9926,2,East,2021,10,467000
8763,1968,4,1,11,1,1,9156,1,East,2023,4,476000
8764,2613,5,2,5,1,1,9987,2,North,2022,7,611000
8765,1188,1,1,42,1,3,4788,1,Central,2022,1,254000
8766,3387,5,2,36,0,2,6930,2,East,2021,3,640000
8767,2532,4,1,25,0,2,5094,2,East,2022,7,616000
8768,1140,1,1,5,1,3,5431,1,West,2021,7,245000
8769,2043,4,1,30,1,2,5187,1,West,2023,2,378000
8770,1504,2,1,40,0,3,8787,1,Central,2022,7,239000
8771,1303,3,1,22,1,0,5229,1,North,2021,6,217000
8772,1540,2,1,36,0,2,7961,2,South,2021,12,183000
8773,1926,3,1,33,0,2,8729,1,North,2023,4,361000
8774,2329,4,4,21,0,1,5433,1,Central,2023,6,431000
8775,3892,6,1,5,0,1,18597,3,East,2021,12,947000
8776,1315,3,2,33,1,2,7292,1,Central,2022,12,282000
8777,3891,5,2,3,1,2,10754,1,Central,2022,8,939000
8778,1345,2,2,35,0,2,6789,1,East,2021,5,260000
8779,3059,4,1,37,1,2,18272,3,North,2021,10,543000
8780,1817,3,2,38,1,2,6936,1,South,2021,8,317000
8781,1578,2,2,14,1,1,4282,2,North,2021,6,281000
8782,2678,5,5,3,1,3,11375,1,Central,2023,4,726000
8783,2087,3,1,2,1,1,9782,2,North,2021,3,406000
8784,1743,2,1,33,1,2,9004,2,East,2023,3,424000
8785,1793,3,1,43,1,1,6349,2,North,2021,4,305000
8786,2169,4,1,26,0,2,11527,2,North,2022,12,433000
8787,1994,3,2,2,1,3,7077,1,South,2022,5,400000
8788,3364,4,3,46,1,3,8934,2,East,2021,6,665000
8789,1268,3,2,50,1,1,2953,1,North,2021,10,179000
8790,2461,4,3,11,1,1,13055,1,West,2021,12,332000
8791,2928,4,2,22,1,1,16596,2,West,2022,1,458000
8792,1057,2,2,35,1,1,4606,1,Central,2023,1,266000
8793,1195,2,1,32,1,2,7013,1,Central,2021,3,234000
8794,3394,4,3,48,1,2,16745,1,East,2023,3,678000
8795,2287,3,3,2,1,2,10787,2,West,2021,12,396000
8796,1729,3,1,21,0,2,6095,2,South,2021,3,300000
8797,1037,1,1,29,0,1,5569,1,East,2022,6,217000
8798,1612,2,1,43,1,2,5810,1,East,2021,6,341000
8799,973,2,1,42,0,3,5377,1,South,2021,2,160000
8800,2264,4,2,49,1,2,9619,2,West,2022,6,334000
8801,2517,4,3,17,1,3,13727,2,South,2022,10,555000
8802,1047,1,1,39,1,2,6077,1,South,2021,2,166000
8803,2339,3,1,11,1,2,8638,2,South,2022,7,431000
8804,4407,5,3,11,1,3,10759,1,Central,2022,2,959000
8805,2099,4,1,4,1,2,4932,1,North,2021,4,459000
8806,3174,5,1,38,1,2,18590,3,South,2023,4,541000
8807,2048,3,2,50,1,1,8639,1,Central,2022,4,371000
8808,3499,5,4,4,1,3,7021,3,North,2022,6,714000
8809,1039,2,2,2,1,1,3072,1,Central,2021,1,299000
8810,986,2,2,38,1,2,2078,1,Central,2022,6,241000
8811,1040,1,1,24,1,2,4442,1,East,2022,5,280000
8812,2258,3,2,48,0,2,10461,1,West,2021,4,269000
8813,3326,4,3,4,0,2,15587,1,Central,2021,7,649000
8814,2026,4,2,2,1,2,12151,1,East,2021,12,476000
8815,2481,3,2,15,1,1,8843,2,North,2021,8,407000
8816,2967,5,3,2,1,3,11671,2,Central,2022,6,735000
8817,2408,4,3,4,0,2,12111,2,North,2023,1,491000
8818,2313,3,2,2,1,3,4816,2,South,2021,11,438000
8819,2219,3,1,3,1,1,9130,1,Central,2022,3,438000
8820,2036,4,2,2,1,2,5933,2,South,2023,6,431000
8821,1538,3,1,47,1,2,8024,1,West,2021,7,181000
8822,3685,5,4,4,1,1,10591,1,East,2021,6,951000
8823,1365,3,2,12,0,3,5914,1,West,2021,9,241000
8824,1421,2,2,43,1,0,6526,1,South,2021,6,149000
8825,2935,5,4,28,1,2,9937,2,East,2021,3,721000
8826,2166,4,4,24,1,2,7720,2,South,2023,6,430000
8827,2440,4,2,30,1,2,11733,1,South,2022,12,326000
8828,2061,3,2,39,1,2,9420,1,South,2022,1,336000
8829,1994,4,3,42,0,1,7921,2,South,2022,4,312000
8830,1263,3,3,26,0,2,2569,1,Central,2021,3,255000
8831,1832,4,3,43,1,1,8910,1,East,2023,2,423000
8832,1791,2,1,18,1,2,6119,1,East,2021,8,395000
8833,2935,4,1,4,0,1,12046,2,East,2022,3,697000
8834,2220,4,1,42,1,2,4675,1,Central,2022,1,409000
8835,3508,5,3,19,1,2,7534,3,West,2022,8,682000
8836,1491,3,2,44,0,3,7940,1,West,2023,2,218000
8837,2111,4,3,1,0,2,4632,2,South,2022,1,450000
8838,2468,3,2,9,1,1,10942,1,East,2022,8,502000
8839,4249,6,5,47,1,2,17818,3,North,2021,7,873000
8840,1142,1,1,3,0,2,2480,1,West,2021,11,191000
8841,2330,3,2,46,0,1,10491,2,South,2022,5,318000
8842,3014,4,2,47,1,2,8280,1,West,2021,1,399000
8843,1175,2,2,42,0,2,2575,1,South,2022,5,163000
8844,2921,5,1,20,1,1,14134,2,East,2023,1,703000
8845,1459,3,1,26,1,1,7362,1,East,2021,7,324000
8846,3091,5,2,41,1,1,16437,2,North,2023,3,596000
8847,3876,6,1,35,1,1,13201,3,North,2023,6,869000
8848,1635,3,2,25,1,0,9653,2,South,2022,5,340000
8849,1639,2,1,49,0,2,5708,2,East,2023,5,375000
8850,1481,2,1,29,1,1,5515,1,West,2022,11,241000
8851,3995,5,2,49,1,1,12704,1,East,2023,1,843000
8852,2322,4,1,2,1,1,12074,2,East,2022,8,484000
8853,1277,2,2,2,1,2,5542,1,East,2021,6,362000
8854,1716,2,2,13,1,3,8571,2,East,2022,9,462000
8855,2195,4,1,8,0,2,11193,2,North,2021,1,419000
8856,1393,3,2,35,1,2,7490,1,East,2022,12,340000
8857,981,1,1,3,1,2,2987,1,South,2021,9,223000
8858,1045,2,1,49,1,0,3836,1,East,2022,12,231000
8859,2348,3,2,5,1,1,8381,2,West,2022,3,378000
8860,2349,4,3,11,1,0,8191,2,East,2023,2,541000
8861,2140,3,2,4,0,0,10264,1,South,2022,8,333000
8862,3380,5,3,21,0,1,14820,1,South,2023,2,551000
8863,3269,4,2,2,0,2,16365,1,North,2022,9,599000
8864,2398,4,2,2,1,1,10401,2,East,2022,7,516000
8865,1186,1,1,33,1,3,6967,1,East,2023,2,280000
8866,2077,3,2,3,1,3,7811,1,South,2023,6,417000
8867,2130,3,1,3,1,3,5045,2,West,2023,4,405000
8868,1681,2,1,36,1,0,4153,2,South,2021,3,238000
8869,2136,4,2,2,1,3,9657,1,West,2023,6,443000
8870,2225,3,3,12,1,3,5425,1,West,2023,6,428000
8871,3591,6,1,1,1,3,20084,1,West,2023,5,705000
8872,1151,2,1,5,1,2,3731,1,Central,2021,3,274000
8873,2084,3,2,30,1,2,11481,1,North,2023,1,395000
8874,1545,3,2,2,0,0,4390,2,North,2022,3,275000
8875,4260,5,1,43,1,0,16926,3,West,2021,5,604000
8876,1579,2,1,44,1,1,4822,1,South,2021,3,166000
8877,1584,2,1,2,1,3,3258,2,Central,2022,10,414000
8878,1680,2,1,50,1,0,4260,2,South,2021,8,196000
8879,2301,3,2,4,1,1,13304,2,North,2022,5,449000
8880,1548,3,2,2,1,3,5881,1,East,2021,2,375000
8881,2153,4,1,1,1,1,6709,2,South,2021,7,403000
8882,2418,3,3,10,1,3,12897,2,South,2022,12,481000
8883,1493,2,1,25,1,2,7139,1,Central,2022,3,264000
8884,1920,3,1,5,1,0,11320,1,North,2023,1,401000
8885,3128,4,3,39,1,0,15850,3,East,2021,3,614000
8886,1655,2,1,31,0,2,6192,1,South,2022,1,271000
8887,3426,4,2,6,1,3,11413,3,South,2022,5,606000
8888,1952,4,4,32,0,3,4085,2,South,2021,4,348000
8889,2148,3,2,46,1,1,10251,1,North,2022,1,339000
8890,911,1,1,2,0,1,4255,1,North,2022,12,224000
8891,1380,3,2,5,1,1,2984,1,Central,2022,5,331000
8892,2965,5,4,13,1,2,8162,2,West,2021,7,497000
8893,4025,5,3,16,1,1,15998,3,West,2023,4,715000
8894,2081,3,1,19,1,1,9503,1,North,2022,5,367000
8895,1487,3,2,5,1,2,4158,1,North,2021,2,338000
8896,1239,2,1,27,1,2,6811,1,West,2021,6,191000
8897,2032,3,3,26,0,0,6765,1,West,2021,5,226000
8898,1962,3,1,21,1,2,7422,1,South,2023,1,406000
8899,1201,3,3,2,0,2,5498,1,South,2021,10,290000
8900,3797,6,5,14,1,2,17691,2,South,2021,3,800000
8901,1772,3,3,6,0,2,4481,1,North,2021,2,370000
8902,3537,5,2,15,1,2,9583,2,West,2023,3,655000
8903,3212,5,3,45,1,2,10564,2,South,2021,6,511000
8904,3446,5,1,15,1,3,16763,3,South,2022,3,629000
8905,2212,3,1,1,1,2,6616,1,West,2021,6,350000
8906,2368,3,1,12,1,2,10030,2,North,2021,4,391000
8907,1912,3,2,38,1,2,4097,1,West,2021,1,246000
8908,2345,3,1,35,1,2,6545,2,Central,2022,7,439000
8909,2404,3,1,17,1,1,10416,1,North,2021,7,372000
8910,4078,5,4,3,1,1,11628,1,East,2021,1,935000
8911,2767,4,2,13,1,2,11020,1,East,2022,7,662000
8912,2563,5,4,20,0,2,10818,1,North,2021,7,483000
8913,3145,5,3,50,1,2,11851,2,West,2023,5,470000
8914,1384,2,1,26,1,2,4761,1,West,2021,7,194000
8915,1492,2,1,29,1,0,5345,1,West,2021,1,180000
8916,1774,2,2,15,1,2,10299,2,Central,2023,2,465000
8917,2187,3,1,6,0,2,11839,1,South,2023,3,378000
8918,2553,5,1,38,0,1,12989,2,West,2022,8,409000
8919,2273,4,1,16,0,1,7500,2,West,2021,3,312000
8920,1899,4,3,50,1,1,4367,1,North,2021,11,297000
8921,2429,4,4,13,1,1,7923,1,Central,2022,12,485000
8922,1539,3,1,2,1,1,4670,1,South,2021,8,259000
8923,1628,3,2,29,1,2,7806,1,West,2022,10,261000
8924,2794,4,1,1,1,2,16525,2,West,2021,5,499000
8925,1396,3,3,4,1,2,4380,1,East,2023,5,369000
8926,1685,2,1,6,1,2,7403,1,North,2022,8,401000
8927,1730,2,1,32,1,2,4405,1,South,2021,9,242000
8928,1417,3,2,15,1,1,2839,1,South,2022,7,266000
8929,978,2,1,1,1,1,2365,1,East,2023,4,312000
8930,4372,6,3,24,0,0,9735,1,South,2023,5,718000
8931,2403,3,3,10,0,3,10051,2,East,2021,9,506000
8932,1184,1,1,45,1,3,5979,1,South,2023,5,188000
8933,1158,1,1,16,1,0,5628,1,North,2021,3,203000
8934,1736,3,2,30,0,2,4912,1,South,2023,3,334000
8935,2231,3,1,3,1,3,9278,2,West,2021,12,413000
8936,1888,3,3,34,1,2,10242,1,West,2023,4,295000
8937,1181,2,1,31,1,2,2908,1,North,2023,5,289000
8938,3379,4,1,44,1,1,10124,2,South,2021,9,480000
8939,1864,4,2,1,1,1,4796,2,Central,2021,4,466000
8940,1615,2,1,12,0,2,8820,2,South,2022,11,314000
8941,2360,3,2,28,0,2,9466,2,West,2021,3,295000
8942,1715,3,1,2,0,2,9240,2,East,2022,12,432000
8943,3119,5,2,10,1,1,9445,1,North,2023,6,637000
8944,3679,6,3,46,1,3,8783,2,West,2022,6,633000
8945,2206,3,2,11,1,3,11192,1,Central,2022,9,480000
8946,3257,4,4,49,1,1,6639,3,Central,2021,6,624000
8947,2655,5,4,2,1,0,12588,2,West,2021,8,544000
8948,4175,5,2,31,1,2,8760,3,East,2021,2,980000
8949,1357,2,1,21,0,1,5232,1,South,2022,5,211000
8950,1979,3,3,16,1,1,7829,1,South,2023,4,331000
8951,1079,1,1,48,1,0,4403,1,South,2021,8,114000
8952,2768,4,3,2,1,3,14467,1,Central,2021,3,686000
8953,1141,1,1,43,1,3,3895,1,South,2021,8,157000
8954,2097,3,1,29,1,1,11631,1,South,2022,8,358000
8955,1786,3,3,4,1,3,6419,1,East,2022,4,508000
8956,2419,4,1,44,0,2,10280,1,East,2021,5,388000
8957,2141,4,1,11,1,1,8552,1,North,2022,8,398000
8958,3383,5,4,38,1,3,12127,1,South,2022,7,568000
8959,1634,3,2,8,0,2,5310,1,East,2022,6,409000
8960,2852,4,3,40,0,3,15923,1,West,2022,4,401000
8961,986,1,1,25,1,2,2161,1,East,2023,4,238000
8962,1749,3,2,2,1,2,5060,1,South,2021,7,372000
8963,2210,3,3,26,1,1,9635,1,West,2022,6,333000
8964,1057,2,1,3,1,1,5263,1,West,2022,4,230000
8965,2458,3,2,10,1,2,11858,2,South,2022,4,437000
8966,2108,4,3,3,1,3,11694,1,North,2021,3,475000
8967,2371,3,1,1,1,2,11546,2,Central,2021,8,473000
8968,2923,5,4,3,1,1,10922,1,East,2023,2,719000
8969,2389,3,2,18,1,0,10959,1,North,2021,2,343000
8970,1292,3,1,15,1,3,3230,1,South,2021,11,259000
8971,1143,1,1,16,0,1,3058,1,West,2021,5,119000
8972,2277,4,2,3,1,1,8800,1,West,2023,5,399000
8973,1350,3,3,29,1,3,7236,1,Central,2021,8,300000
8974,1552,3,2,30,1,3,5859,1,East,2022,6,333000
8975,1772,3,1,6,0,2,6602,1,North,2022,4,398000
8976,1816,3,1,42,0,1,3767,1,West,2022,11,198000
8977,2192,3,2,26,0,1,6738,2,South,2022,2,293000
8978,3252,4,3,31,1,2,14935,3,South,2022,6,551000
8979,2463,3,1,4,1,3,13371,1,North,2021,1,430000
8980,1954,4,4,1,1,3,4201,1,South,2023,1,460000
8981,2556,4,2,41,1,2,12515,2,Central,2022,8,567000
8982,2258,3,2,38,0,3,4690,2,East,2021,1,428000
8983,1871,3,3,2,0,0,10098,1,North,2021,1,341000
8984,2374,3,1,7,0,1,9716,2,East,2023,1,469000
8985,1018,1,1,27,1,1,3266,1,West,2022,5,176000
8986,1654,3,2,26,1,3,8569,2,Central,2023,4,455000
8987,1772,3,2,41,1,0,6065,1,Central,2022,11,318000
8988,3976,6,5,2,1,1,13217,3,North,2023,1,935000
8989,2909,4,3,11,0,3,7471,2,Central,2022,4,650000
8990,2088,3,2,2,0,1,4936,2,North,2022,9,400000
8991,1208,3,1,8,1,1,4978,1,North,2022,3,285000
8992,1387,2,1,1,1,2,4533,1,North,2021,10,292000
8993,2365,4,3,43,0,2,9847,2,North,2021,6,358000
8994,2371,3,2,18,0,2,12407,2,Central,2023,1,479000
8995,1445,3,2,40,1,3,8110,1,West,2022,4,218000
8996,1840,3,1,2,1,1,10109,2,West,2023,6,399000
8997,1288,2,1,3,0,3,5794,1,Central,2022,4,302000
8998,4200,5,3,4,1,2,23480,1,South,2023,1,758000
8999,1299,2,2,8,0,1,7013,1,North,2021,2,253000
9000,3986,6,1,37,1,3,18633,3,West,2022,9,675000
9001,3769,6,2,8,0,1,14319,3,Central,2023,6,947000
9002,1749,3,1,3,0,1,5417,2,Central,2022,4,377000
9003,3044,4,4,2,1,3,8403,2,South,2022,6,613000
9004,2492,4,2,2,0,0,11029,1,Central,2023,3,455000
9005,2046,3,2,34,1,0,4610,2,Central,2022,1,397000
9006,1613,3,2,12,1,1,3501,1,North,2021,6,359000
9007,1896,3,2,32,1,1,5561,1,West,2022,1,309000
9008,2417,4,1,29,1,3,7676,2,North,2021,9,395000
9009,2060,4,1,2,1,3,7752,2,East,2023,5,588000
9010,1992,4,3,2,0,2,4655,2,Central,2023,2,516000
9011,1594,2,2,34,1,2,7262,2,West,2022,8,259000
9012,1924,3,1,31,1,2,6184,2,East,2022,9,412000
9013,1442,3,2,7,0,1,4175,1,Central,2021,3,251000
9014,1599,3,1,2,1,1,7778,1,North,2021,7,299000
9015,942,1,1,1,1,1,2730,1,North,2022,6,268000
9016,999,1,1,4,0,2,4698,1,South,2021,11,188000
9017,1444,2,2,1,1,2,5436,1,West,2023,5,318000
9018,3153,5,3,3,1,3,9230,3,Central,2021,11,707000
9019,1262,2,1,10,0,2,6416,1,East,2021,3,271000
9020,2465,4,3,2,0,2,11299,1,Central,2021,8,485000
9021,1342,2,1,2,1,1,6014,1,West,2021,5,261000
9022,3126,5,1,43,1,3,16826,2,East,2023,6,665000
9023,2268,4,2,22,0,3,9181,2,West,2023,1,376000
9024,2479,3,1,46,1,3,9304,1,Central,2022,4,400000
9025,1880,4,2,5,1,0,5434,1,North,2022,10,397000
9026,1944,3,1,28,0,2,9627,1,North,2022,10,361000
9027,1877,4,1,3,1,2,8280,1,South,2021,9,421000
9028,1173,1,1,24,1,1,4423,1,Central,2021,9,199000
9029,4322,5,3,2,1,3,21674,1,Central,2022,7,965000
9030,1701,2,1,1,1,1,4114,1,South,2022,11,339000
9031,1862,4,1,46,1,1,9051,2,Central,2022,10,388000
9032,3171,4,3,20,0,2,14636,2,East,2021,12,685000
9033,2199,3,1,45,1,1,5978,2,East,2023,4,440000
9034,2901,4,3,5,1,3,12444,1,Central,2022,12,632000
9035,2073,4,2,5,1,2,4254,2,East,2021,5,477000
9036,3292,5,2,9,1,2,10343,3,East,2023,3,765000
9037,1591,2,1,30,1,2,6959,2,North,2022,8,284000
9038,3268,4,4,20,0,0,14931,3,North,2022,1,605000
9039,2748,5,2,45,1,2,11401,1,West,2021,9,393000
9040,1588,2,2,1,1,2,8233,1,North,2021,10,285000
9041,1502,3,2,30,1,2,3947,2,West,2021,6,220000
9042,2389,4,3,5,1,3,6714,2,West,2022,11,401000
9043,3700,5,1,3,1,2,13312,2,East,2021,8,922000
9044,1432,2,1,17,1,2,8308,1,West,2021,7,243000
9045,1946,4,1,16,0,3,4502,1,Central,2021,9,396000
9046,1593,3,2,2,0,2,3628,2,South,2021,9,281000
9047,2307,3,2,3,1,2,13625,1,East,2021,2,444000
9048,1785,3,2,10,0,0,10423,2,Central,2021,6,359000
9049,3821,6,2,10,1,2,9344,2,North,2022,1,883000
9050,2161,4,1,5,0,3,11360,1,South,2023,1,410000
9051,2511,5,3,2,0,2,9963,2,East,2022,7,691000
9052,2289,4,4,1,0,1,11309,2,East,2022,10,515000
9053,908,1,1,48,1,2,4796,1,North,2022,6,139000
9054,2452,4,4,47,1,2,14038,2,East,2022,1,467000
9055,1670,2,1,15,1,0,6071,2,East,2023,3,444000
9056,3513,6,2,50,0,3,8271,2,East,2021,12,847000
9057,2922,5,4,28,1,3,10263,2,West,2021,3,532000
9058,1000,1,1,2,0,2,5568,1,West,2021,1,202000
9059,1437,2,1,2,1,1,7896,1,East,2022,6,325000
9060,1006,2,1,45,1,2,4046,1,East,2022,6,227000
9061,4202,5,3,25,1,1,18853,2,West,2022,9,704000
9062,2957,5,3,40,0,2,11852,2,East,2021,6,639000
9063,2860,4,2,43,1,0,7551,2,Central,2022,10,568000
9064,1825,4,2,12,0,2,5916,2,East,2023,4,492000
9065,2343,3,2,1,1,1,11574,2,East,2021,4,502000
9066,1891,3,1,3,1,3,10192,2,North,2022,3,459000
9067,1157,1,1,2,1,2,3982,1,Central,2021,4,257000
9068,1798,2,1,3,1,3,4536,2,East,2021,1,461000
9069,934,1,1,10,1,1,4022,1,West,2022,6,163000
9070,924,1,1,2,1,0,3905,1,East,2022,11,282000
9071,3135,5,2,3,1,2,10403,2,North,2022,4,663000
9072,2595,4,1,12,1,0,12481,1,East,2021,10,616000
9073,1659,3,1,5,1,1,9400,1,North,2022,7,362000
9074,2209,4,2,14,0,2,9966,1,South,2021,11,369000
9075,2273,3,1,11,1,2,7278,2,South,2021,9,406000
9076,3416,5,5,26,1,0,10857,2,South,2021,3,502000
9077,3356,4,1,46,0,2,11232,1,North,2021,12,480000
9078,2723,5,1,2,1,2,12955,2,West,2022,9,509000
9079,3474,4,4,2,1,1,19194,3,West,2023,5,570000
9080,1513,3,1,40,1,3,6357,1,South,2022,10,243000
9081,2254,3,3,16,1,1,6253,1,East,2023,3,500000
9082,1725,3,2,34,1,1,9546,1,East,2023,3,404000
9083,2326,4,3,3,1,1,6498,2,South,2023,6,425000
9084,3481,4,2,39,1,1,10495,1,South,2023,2,511000
9085,1723,3,2,45,0,3,10200,1,North,2022,9,305000
9086,988,1,1,25,0,1,5888,1,Central,2022,3,182000
9087,2477,3,2,2,1,2,10925,1,Central,2021,10,503000
9088,4120,6,6,43,0,2,8613,2,East,2022,11,957000
9089,1033,1,1,36,1,2,2561,1,West,2023,4,166000
9090,1985,3,1,33,1,3,6014,2,East,2022,2,431000
9091,2273,4,2,1,1,3,10066,2,North,2022,12,529000
9092,1563,3,1,37,1,0,5572,1,Central,2021,1,256000
9093,2180,3,1,2,1,3,4739,1,South,2022,7,393000
9094,3323,4,3,3,1,2,14687,2,West,2023,2,544000
9095,1790,2,1,21,0,1,6475,2,East,2022,4,401000
9096,3418,5,4,4,0,2,11357,3,West,2022,11,584000
9097,1013,1,1,27,1,3,2938,1,East,2021,5,241000
9098,1088,2,1,23,1,0,5167,1,West,2023,4,175000
9099,3760,6,4,2,0,2,18193,3,North,2023,4,919000
9100,1902,3,2,27,1,1,5500,2,North,2021,12,381000
9101,2079,3,2,45,1,1,4796,2,Central,2021,9,361000
