customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,monthly_charges,total_charges,churn
2471-HQHNK,Male,0,No,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,141.32,4787.55,Yes
8369-CUUGI,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.28,1011.79,No
9088-ZWNFB,Female,0,No,No,65,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,85.88,5435.13,No
4251-QKZBF,Male,0,No,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),72.57,4782.69,No
1291-SWGKI,Male,0,Yes,Yes,3,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,93.37,279.55,No
8751-CLCWP,Male,0,Yes,No,63,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,77.61,4651.68,No
7135-ZPMYX,Male,0,No,No,65,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,98.72,6540.66,No
0782-JMGXG,Male,0,No,Yes,51,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.7,5324.72,Yes
5609-UTRKI,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.23,1880.03,No
0270-VZVZN,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),129.87,1903.37,No
9782-UHRHR,Male,1,Yes,No,26,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.32,2729.52,No
6927-KVFQM,Male,0,Yes,No,44,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.46,3373.85,Yes
0005-HGQED,Female,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),136.97,9034.07,No
9142-MWNUM,Male,0,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),128.48,8425.05,Yes
7065-PSDNV,Male,0,No,No,45,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.23,3448.54,No
0336-JOYZS,Male,1,Yes,No,62,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.67,4633.23,No
3056-OPFFW,Female,0,No,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.64,5589.05,No
6228-BUWCY,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,101.57,5243.69,Yes
4106-ALSIT,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),78.84,1923.52,No
8265-RVZVA,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),115.59,4235.05,No
0309-DQDGJ,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,143.28,2761.34,No
9340-BNTGE,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),77.64,149.13,No
3472-JOWSH,Male,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),17.82,204.48,Yes
6574-INUEW,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,119.66,7069.77,No
2848-MAHPP,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),16.47,81.09,No
7377-NEXKJ,Male,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.92,693.19,No
2053-QHGXO,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),130.36,9671.78,No
8157-XLDQC,Female,0,No,No,62,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,65.83,4007.12,No
1280-MNMRP,Male,0,Yes,No,60,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,72.81,4508.23,No
5353-NUFDN,Male,0,No,No,29,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),83.15,2468.54,Yes
6614-WUTYT,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),113.1,6091.48,No
0443-EXZGR,Female,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.96,4022.36,No
4960-OIOJD,Female,0,No,No,53,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.44,4669.68,No
0520-DVXLK,Male,0,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),132.01,5586.27,No
7217-WUBPI,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),133.5,6259.68,Yes
4841-IEJUP,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.46,2647.02,No
4742-THYWE,Male,0,No,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),117.8,3914.99,Yes
4001-JUGCK,Male,0,No,No,24,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,114.09,2687.53,No
9234-IBVIV,Female,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.46,3818.05,No
5778-RVPND,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,98.59,4739.04,No
2603-CUBIV,Female,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.95,1135.29,Yes
9167-VKDRD,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,38.14,2485.03,No
9374-ABRVC,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),83.81,3496.4,No
1503-MOSVE,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,83.42,3253.52,No
5523-QPXYG,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,95.22,5191.91,No
7377-MLTSW,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.97,2398.78,No
4291-YKKRS,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,108.59,7614.17,No
0251-EIQQN,Male,0,No,Yes,20,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),110.27,2266.35,No
3865-SLMMF,Male,0,Yes,No,34,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.86,1666.44,No
2136-AECYL,Female,0,Yes,No,20,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),125.22,2471.86,No
3504-KTTFS,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),168.81,11460.42,No
6112-DCWAO,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer (automatic),86.32,4100.96,No
1520-BRTEA,Male,0,No,No,65,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,91.7,5878.5,No
0944-VITLF,Female,0,No,No,72,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),124.94,8909.8,No
6077-LVYVC,Male,0,Yes,No,48,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),90.42,4321.34,No
5868-FAZWW,Female,0,No,No,15,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,91.92,1405.02,No
4257-DLZIV,Male,0,No,No,36,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,91.98,3386.09,Yes
6433-DBPME,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,119.32,586.64,No
0499-AOQXR,Female,0,No,No,65,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),104.55,6492.44,No
3523-DOHJS,Male,0,No,No,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,150.35,448.89,Yes
1972-VSQLW,Female,0,No,No,51,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.79,4138.77,No
6708-PJDMA,Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,101.18,1405.94,No
9052-XSGNZ,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,100.04,197.42,No
1025-YMFES,Male,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),148.07,3828.63,Yes
8932-XOCML,Female,1,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.91,1691.3,No
3263-YMEYP,Male,1,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),108.92,1114.53,No
4525-QVXVO,Female,0,No,Yes,52,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),74.14,3685.13,No
8308-RVGTY,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),121.15,6900.46,Yes
7540-RQZUC,Male,0,No,No,71,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,95.07,6649.72,No
2395-CLFWZ,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),132.28,9128.87,No
8676-YRPJA,Female,1,No,No,49,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.79,4525.18,No
9445-FGSUV,Male,0,No,No,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,121.2,7757.55,No
0184-KAVHE,Male,0,Yes,No,36,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,106.2,3685.38,No
1350-GKFYH,Male,0,Yes,Yes,50,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,65.91,3275.04,No
2141-DYMHK,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,43.93,1713.83,No
3236-QLMGI,Male,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),122.81,4088.24,No
5492-ZVYFT,Male,1,No,No,59,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),85.92,4877.54,No
9849-LZNPL,Female,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.32,587.42,Yes
5145-RJLBN,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.35,3077.07,No
0372-HMPAO,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,118.66,4189.16,No
7170-TQSNE,Female,0,No,No,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,119.76,8062.68,Yes
0263-KJQBV,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),49.31,949.3,No
4975-FJJJY,Female,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),134.96,5003.01,No
0220-MLJAP,Male,1,No,No,67,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,118.99,8260.9,No
6847-LFDBD,Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Credit card (automatic),118.48,355.32,No
3427-NTDJG,Male,0,No,Yes,70,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.31,5872.75,No
2029-SLPID,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,110.28,7402.67,No
7625-HBOHD,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),129.18,5406.18,No
1786-CSIJB,Male,1,Yes,No,54,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.22,4906.23,No
5939-IRFDO,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.67,7416.3,No
9098-TZGGO,Male,0,No,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,124.08,6181.8,Yes
8989-DCNVA,Female,0,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,42.02,528.88,No
0568-FHXKU,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),125.34,7801.51,No
0265-PDAOK,Female,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,158.88,2432.29,Yes
9177-ZQYFI,Male,0,No,No,28,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,69.23,1973.17,No
7327-WSMWU,Female,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.09,5480.94,No
9794-IGCOF,Male,0,No,No,27,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,119.26,3358.91,Yes
9600-CJQYC,Male,1,Yes,No,60,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.3,3733.37,No
5390-BBEEC,Female,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),119.93,5245.09,No
9425-ZJHJB,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,120.78,7574.03,No
3220-PDJTZ,Male,0,No,Yes,26,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,84.71,2212.93,Yes
0665-VVYSM,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,91.9,3650.83,No
4170-HETEO,Male,0,No,No,32,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,108.14,3430.46,No
4144-KKYGN,Female,0,No,No,27,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,119.21,3142.2,Yes
3186-XTVFC,Male,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Mailed check,100.23,3116.72,Yes
8664-BDZAV,Male,0,Yes,Yes,33,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.15,2996.21,No
6274-ZQYYA,Male,0,Yes,No,70,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,84.9,5992.17,No
6347-OTPSQ,Male,0,No,No,47,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),137.23,6720.12,Yes
0589-UJSFO,Male,0,Yes,No,43,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),54.0,2257.41,No
9347-TFCEO,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,121.49,5400.09,No
1236-EWIDJ,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),99.12,7315.99,No
9925-YWRGA,Female,0,No,No,54,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),64.59,3359.21,No
1877-BXDVL,Male,1,Yes,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),124.19,7207.53,Yes
9154-UKKVJ,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,130.94,4137.65,No
3625-WSRLG,Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),68.27,2944.7,No
7254-HHEVF,Female,1,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,125.15,2565.76,Yes
4791-VYDST,Male,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.97,2033.04,No
8024-VKBGN,Female,1,Yes,No,34,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.24,2570.57,No
1703-XAFOW,Female,1,No,No,60,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),87.15,5446.45,No
1265-GKKST,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,127.83,2986.55,Yes
6031-KQUYR,Female,0,No,Yes,39,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,139.85,5552.55,No
7313-BZCZX,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,130.06,5374.38,No
8520-HLGOS,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),123.21,2378.75,No
5204-WMBTZ,Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,132.99,1326.49,Yes
6339-MTOYB,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),37.45,1163.17,Yes
1924-BGGSO,Male,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,35.57,1761.8,No
9068-LVMYC,Male,0,No,Yes,54,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,105.5,5957.78,No
5884-BAZHV,Female,1,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),128.86,5090.11,No
3748-PUZCR,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,144.76,6689.05,No
7944-YDBUW,Male,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,106.53,5363.54,No
8793-WGSEU,Female,0,Yes,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,34.7,1549.05,No
1217-TXFWQ,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,102.18,1210.34,No
1694-AVPGK,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,118.89,4634.07,No
5087-QFQPD,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,16.45,386.07,No
5640-FBBTQ,Male,1,Yes,Yes,47,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,97.06,4733.9,No
0075-HOAJW,Female,0,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.86,2193.91,No
8043-KIQMY,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),133.13,6765.5,Yes
6221-RQCOW,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.65,2120.55,Yes
2478-OEUBX,Female,0,Yes,Yes,23,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,72.88,1651.04,No
2667-EPQZV,Female,0,Yes,No,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.19,338.86,No
6292-TDVYM,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,103.58,4136.64,No
6045-NBYZV,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,152.05,6160.1,Yes
4795-KVJWP,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,34.94,901.05,No
2907-KRCCK,Male,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,86.84,5257.99,No
8845-EVLTX,Female,0,No,Yes,37,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),89.87,3259.5,No
8761-AGLKM,Female,0,No,No,55,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),81.42,4544.86,No
9063-ZDWAH,Male,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),39.9,2246.48,No
2909-XRJLC,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,153.98,7984.73,No
8905-VFGDX,Male,0,No,No,68,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,115.28,7916.1,Yes
7508-QABRA,Female,0,No,No,3,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,115.32,345.82,Yes
5374-IZCHI,Male,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.37,338.52,Yes
4855-JKXDE,Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,84.17,4750.96,Yes
8726-WRRCM,Male,1,No,Yes,35,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,102.08,3567.16,No
1636-PGHFP,Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,112.89,8169.29,No
6822-HDOHP,Male,1,No,Yes,24,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),88.72,2144.81,No
4575-FIYPC,Male,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),68.46,1493.99,No
4529-DSSKO,Male,0,No,No,51,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.69,4079.83,No
1627-MYMSP,Female,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.05,1177.37,No
8863-NOTDC,Male,0,No,No,34,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,92.99,3251.27,No
3750-KILYN,Male,0,No,No,69,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.57,6073.01,No
6101-XDPHH,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),77.19,304.77,No
7856-GDWGE,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,92.9,4560.58,No
0505-CFJOM,Female,0,Yes,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,134.19,4555.23,No
8644-KQEWQ,Female,0,No,No,35,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,97.6,3546.19,No
8162-KZCZB,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),34.11,886.84,No
5719-UIEXW,Male,1,No,No,17,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),95.23,1645.03,No
1861-KTHHN,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.41,445.65,No
8828-QQKCO,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,118.83,8783.41,No
5099-GWXKI,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.14,2115.87,No
2191-XICGE,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.74,2327.91,Yes
8155-NPFQS,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,136.1,1213.95,Yes
3435-DMATJ,Male,0,No,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.23,53.63,Yes
3606-CBXQR,Male,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),113.72,5792.48,Yes
